antecedents,consequents,confidence
"frozenset({'Q06B', 'Q24E', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9952215168270871
"frozenset({'Q06B', 'Q25E', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q25E', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9964151729887454
"frozenset({'Q06B', 'Q26F', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q06B', 'Q03A', 'Q26F'})","frozenset({'ALTA', 'Q15A'})",0.8035916950397224
"frozenset({'Q26F', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9965228909677953
"frozenset({'Q06B', 'Q26F'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8007051154127586
"frozenset({'Q17A', 'Q18A', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q17A', 'Q18A', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.99526213592233
"frozenset({'Q18A', 'Q03A', 'Q17B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q03A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.92871805762016
"frozenset({'Q18A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9959010171550022
"frozenset({'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.924920690870638
"frozenset({'Q03A', 'Q19B', 'Q17B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9958798283261803
"frozenset({'Q03A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q19B'})",0.8212642457705104
"frozenset({'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q19B', 'Q03A'})",0.8179062389848432
"frozenset({'Q03A', 'Q21A', 'Q17B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9960885551122584
"frozenset({'Q03A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q21A'})",0.901323706377858
"frozenset({'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.8976383503701092
"frozenset({'Q18A', 'Q19B', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q03A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8540681558780369
"frozenset({'Q18A', 'Q19B', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9953917050691244
"frozenset({'Q19B', 'Q06B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8503246753246753
"frozenset({'Q20C', 'Q18A', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q20C', 'Q03A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8447357353147343
"frozenset({'Q20C', 'Q18A', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9953745766911705
"frozenset({'Q20C', 'Q06B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8410804020100502
"frozenset({'Q18A', 'Q21A', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q03A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8486685784514544
"frozenset({'Q18A', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9958179108782388
"frozenset({'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8450336528655926
"frozenset({'Q18A', 'Q24E', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q03A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8390896921017403
"frozenset({'Q18A', 'Q24E', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9945417618684946
"frozenset({'Q24E', 'Q06B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8347983591710617
"frozenset({'Q18A', 'Q25E', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q25E', 'Q03A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8441013050781754
"frozenset({'Q18A', 'Q25E', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9958838326091928
"frozenset({'Q25E', 'Q06B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8407335907335908
"frozenset({'Q06B', 'Q18A', 'Q03A', 'Q26F'})",frozenset({'ALTA'}),1.0
"frozenset({'Q06B', 'Q03A', 'Q26F'})","frozenset({'ALTA', 'Q18A'})",0.8434474931570867
"frozenset({'Q18A', 'Q06B', 'Q26F'})","frozenset({'ALTA', 'Q03A'})",0.9963722397476341
"frozenset({'Q06B', 'Q26F'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8404177476218985
"frozenset({'Q20C', 'Q19B', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q20C', 'Q19B', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9957521840185941
"frozenset({'Q20C', 'Q03A', 'Q06B'})","frozenset({'ALTA', 'Q19B'})",0.870881816907332
"frozenset({'Q20C', 'Q06B'})","frozenset({'ALTA', 'Q19B', 'Q03A'})",0.8671133445002791
"frozenset({'Q19B', 'Q21A', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.995830944812132
"frozenset({'Q24E', 'Q19B', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q19B', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9948828828828828
"frozenset({'Q25E', 'Q19B', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q25E', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9962175338320585
"frozenset({'Q06B', 'Q19B', 'Q03A', 'Q26F'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q06B', 'Q26F'})","frozenset({'ALTA', 'Q03A'})",0.9966041259869258
"frozenset({'Q24E', 'Q21A', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9951856444671384
"frozenset({'Q25E', 'Q21A', 'Q03A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q25E', 'Q06B'})","frozenset({'ALTA', 'Q03A'})",0.9962444520314101
"frozenset({'Q06B', 'Q21A', 'Q03A', 'Q26F'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q06B', 'Q26F'})","frozenset({'ALTA', 'Q03A'})",0.9962840976268895
"frozenset({'Q12A', 'Q09B', 'Q10A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09B', 'Q03A'})","frozenset({'ALTA', 'Q10A'})",0.8778208038456403
"frozenset({'Q12A', 'Q09B', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9952312466883658
"frozenset({'Q09B', 'Q10A', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.8999315537303216
"frozenset({'Q12A', 'Q09B'})","frozenset({'ALTA', 'Q10A', 'Q03A'})",0.8730411686586985
"frozenset({'Q09B', 'Q10A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8957013420532735
"frozenset({'Q18A', 'Q09B', 'Q10A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q18A', 'Q09B', 'Q03A'})","frozenset({'ALTA', 'Q10A'})",0.8787389411599494
"frozenset({'Q09B', 'Q10A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8566050650239561
"frozenset({'Q18A', 'Q09B', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9952286282306162
"frozenset({'Q18A', 'Q09B'})","frozenset({'ALTA', 'Q10A', 'Q03A'})",0.8740745914233831
"frozenset({'Q09B', 'Q10A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8525785135227195
"frozenset({'Q12A', 'Q09B', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09B', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8189344371745226
"frozenset({'Q12A', 'Q09B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.994567420741101
"frozenset({'Q09B', 'Q03A', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9320668693009119
"frozenset({'Q12A', 'Q09B'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8144754316069056
"frozenset({'Q09B', 'Q15A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.9269951632406288
"frozenset({'Q12A', 'Q18A', 'Q09B', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09B', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8612631860061424
"frozenset({'Q12A', 'Q18A', 'Q09B'})","frozenset({'ALTA', 'Q03A'})",0.994602929838088
"frozenset({'Q18A', 'Q09B', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.9057716612835277
"frozenset({'Q12A', 'Q09B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8565737051792829
"frozenset({'Q18A', 'Q09B'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.9009638217628161
"frozenset({'Q12A', 'Q09B', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09B', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9951342281879194
"frozenset({'Q09B', 'Q21A', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.9211772928477129
"frozenset({'Q09B', 'Q21A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.9167632738233248
"frozenset({'Q18A', 'Q09B', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q09B', 'Q03A', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8799392097264438
"frozenset({'Q18A', 'Q09B', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8130880494312597
"frozenset({'Q18A', 'Q09B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9948453608247422
"frozenset({'Q09B', 'Q15A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8751511487303506
"frozenset({'Q18A', 'Q09B'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8087721748847604
"frozenset({'Q12A', 'Q09C', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09C', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8261879242586638
"frozenset({'Q12A', 'Q09C', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9948375994837599
"frozenset({'Q09C', 'Q03A', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.940104343112677
"frozenset({'Q12A', 'Q09C'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.821978672985782
"frozenset({'Q09C', 'Q15A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.9352881698685541
"frozenset({'Q12A', 'Q09C', 'Q18A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09C', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8425628200547814
"frozenset({'Q12A', 'Q09C', 'Q18A'})","frozenset({'ALTA', 'Q03A'})",0.9950773558368494
"frozenset({'Q09C', 'Q18A', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.916094781820536
"frozenset({'Q12A', 'Q09C'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8382701421800948
"frozenset({'Q09C', 'Q18A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.9116680626248309
"frozenset({'Q12A', 'Q09C', 'Q19B', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09C', 'Q19B'})","frozenset({'ALTA', 'Q03A'})",0.9955029585798816
"frozenset({'Q09C', 'Q19B', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.9180065478355766
"frozenset({'Q09C', 'Q19B'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.9139504563233376
"frozenset({'Q12A', 'Q09C', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09C', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9949722735674676
"frozenset({'Q09C', 'Q21A', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.9286453660892968
"frozenset({'Q12A', 'Q09C', 'Q03A'})","frozenset({'ALTA', 'Q21A'})",0.8012980826485648
"frozenset({'Q09C', 'Q21A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.92392722279437
"frozenset({'Q09C', 'Q18A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q09C', 'Q03A', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.857917203062538
"frozenset({'Q09C', 'Q18A', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8197591609478182
"frozenset({'Q09C', 'Q18A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9952837604150291
"frozenset({'Q09C', 'Q15A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8535220761712168
"frozenset({'Q09C', 'Q18A'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8157979511629406
"frozenset({'Q09C', 'Q21A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q09C', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8395555862259334
"frozenset({'Q09C', 'Q21A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9947669664758789
"frozenset({'Q09C', 'Q03A', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8243105901483839
"frozenset({'Q09C', 'Q21A'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8352900789564023
"frozenset({'Q09C', 'Q15A'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.820087630603303
"frozenset({'Q09C', 'Q18A', 'Q19B', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q09C', 'Q19B', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8560203710440161
"frozenset({'Q09C', 'Q18A', 'Q19B'})","frozenset({'ALTA', 'Q03A'})",0.9954314720812184
"frozenset({'Q09C', 'Q19B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8522381573229031
"frozenset({'Q09C', 'Q18A', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q09C', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8466634462769996
"frozenset({'Q09C', 'Q18A', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9952948811551878
"frozenset({'Q09C', 'Q21A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8423618262959148
"frozenset({'Q12A', 'Q11A', 'Q10A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9952974371032213
"frozenset({'Q11A', 'Q10A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q10A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9951167025326931
"frozenset({'Q11A', 'Q18A', 'Q10A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q10A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8560045175053332
"frozenset({'Q11A', 'Q18A', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9945327307187637
"frozenset({'Q11A', 'Q10A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8515698146183135
"frozenset({'Q11A', 'Q19B', 'Q03A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q19B', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9946371983424067
"frozenset({'Q11A', 'Q21A', 'Q03A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9949048642623994
"frozenset({'Q12A', 'Q10A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q10A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.995368539960463
"frozenset({'Q10A', 'Q03A', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9044857318825704
"frozenset({'Q10A', 'Q15A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.9000051069914714
"frozenset({'Q12A', 'Q18A', 'Q10A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q10A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8548661473721909
"frozenset({'Q12A', 'Q18A', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9951534733441034
"frozenset({'Q18A', 'Q10A', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.8620440592271578
"frozenset({'Q12A', 'Q10A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8507529181145861
"frozenset({'Q18A', 'Q10A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8575149310700975
"frozenset({'Q12A', 'Q19B', 'Q03A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q19B', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9953240213416462
"frozenset({'Q19B', 'Q03A', 'Q10A'})","frozenset({'Q12A', 'ALTA'})",0.8684485824877078
"frozenset({'Q19B', 'Q10A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8639296492871266
"frozenset({'Q12A', 'Q21A', 'Q03A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9956653168311184
"frozenset({'Q21A', 'Q03A', 'Q10A'})","frozenset({'Q12A', 'ALTA'})",0.889846059741054
"frozenset({'Q21A', 'Q10A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8855128335193263
"frozenset({'Q12A', 'Q24E', 'Q10A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q24E', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9947202521670607
"frozenset({'Q24E', 'Q10A', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.8886933258237116
"frozenset({'Q24E', 'Q10A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8839016875568939
"frozenset({'Q18A', 'Q10A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q10A', 'Q03A', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8739478546499694
"frozenset({'Q18A', 'Q10A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9952656496580747
"frozenset({'Q10A', 'Q15A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8696185077370922
"frozenset({'Q10A', 'Q19B', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q10A', 'Q19B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9952965235173823
"frozenset({'Q10A', 'Q21A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q10A', 'Q21A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9953051643192489
"frozenset({'Q10A', 'Q03A', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8051734756723467
"frozenset({'Q10A', 'Q15A'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.8011848220213472
"frozenset({'Q18A', 'Q19B', 'Q03A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q03A', 'Q10A'})","frozenset({'ALTA', 'Q18A'})",0.8712731457265406
"frozenset({'Q18A', 'Q19B', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9946259031468322
"frozenset({'Q19B', 'Q10A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8667395150379852
"frozenset({'Q18A', 'Q21A', 'Q03A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q03A', 'Q10A'})","frozenset({'ALTA', 'Q18A'})",0.8575288000815577
"frozenset({'Q18A', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9951493640934634
"frozenset({'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8533529471441614
"frozenset({'Q18A', 'Q24E', 'Q10A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q10A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8399042523232892
"frozenset({'Q18A', 'Q24E', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9944981660553518
"frozenset({'Q24E', 'Q10A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.835375673972411
"frozenset({'Q19B', 'Q21A', 'Q03A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q03A'})",0.9950423056583819
"frozenset({'Q12A', 'Q11A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8146643775386291
"frozenset({'Q12A', 'Q11A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9953952417498081
"frozenset({'Q11A', 'Q03A', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.8852436638303681
"frozenset({'Q12A', 'Q11A'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8108952984328109
"frozenset({'Q11A', 'Q15A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8811141304347826
"frozenset({'Q12A', 'Q11A', 'Q03A', 'Q17B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q17B'})","frozenset({'ALTA', 'Q03A'})",0.9960513326752222
"frozenset({'Q11A', 'Q03A', 'Q17B'})","frozenset({'Q12A', 'ALTA'})",0.9231473010064044
"frozenset({'Q11A', 'Q17B'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.9192923847847544
"frozenset({'Q12A', 'Q11A', 'Q18A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8270591683765336
"frozenset({'Q12A', 'Q11A', 'Q18A'})","frozenset({'ALTA', 'Q03A'})",0.9953636042937054
"frozenset({'Q11A', 'Q18A', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.8336217448191449
"frozenset({'Q12A', 'Q11A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8232327442480827
"frozenset({'Q11A', 'Q18A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8295950940860214
"frozenset({'Q12A', 'Q11A', 'Q19B', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q19B'})","frozenset({'ALTA', 'Q03A'})",0.9960179759940838
"frozenset({'Q11A', 'Q19B', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.8451513249987932
"frozenset({'Q11A', 'Q19B'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8414956505022348
"frozenset({'Q12A', 'Q11A', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9955229955229954
"frozenset({'Q11A', 'Q21A', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.871082621082621
"frozenset({'Q12A', 'Q11A', 'Q03A'})","frozenset({'ALTA', 'Q21A'})",0.8193961726895859
"frozenset({'Q11A', 'Q21A'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.866876356709343
"frozenset({'Q12A', 'Q11A'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.8156052017339113
"frozenset({'Q12A', 'Q11A', 'Q24E', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q24E'})","frozenset({'ALTA', 'Q03A'})",0.994611365120836
"frozenset({'Q11A', 'Q24E', 'Q03A'})","frozenset({'Q12A', 'ALTA'})",0.8557780119423954
"frozenset({'Q11A', 'Q24E'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8510549112756742
"frozenset({'Q12A', 'Q11A', 'Q03A', 'Q26F'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q26F'})","frozenset({'ALTA', 'Q03A'})",0.9954954954954954
"frozenset({'Q11A', 'Q03A', 'Q26F'})","frozenset({'Q12A', 'ALTA'})",0.8499383208765692
"frozenset({'Q11A', 'Q26F'})","frozenset({'Q12A', 'ALTA', 'Q03A'})",0.8462538833899285
"frozenset({'Q11A', 'Q03A', 'Q17B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q03A', 'Q17B'})","frozenset({'ALTA', 'Q15A'})",0.9885635864592863
"frozenset({'Q11A', 'Q17B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9959290268069745
"frozenset({'Q11A', 'Q17B'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.9844355022397692
"frozenset({'Q11A', 'Q18A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q03A', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8493879965418392
"frozenset({'Q11A', 'Q18A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9954671501706485
"frozenset({'Q11A', 'Q15A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8454257246376811
"frozenset({'Q11A', 'Q19B', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q19B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9960076162397887
"frozenset({'Q11A', 'Q21A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8093393874643875
"frozenset({'Q11A', 'Q21A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.995401040240898
"frozenset({'Q11A', 'Q03A', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8272739682395231
"frozenset({'Q11A', 'Q21A'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.805431267443406
"frozenset({'Q11A', 'Q15A'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.8234148550724638
"frozenset({'Q11A', 'Q18A', 'Q03A', 'Q17B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q03A', 'Q17B'})","frozenset({'ALTA', 'Q18A'})",0.9428941750533699
"frozenset({'Q11A', 'Q18A', 'Q17B'})","frozenset({'ALTA', 'Q03A'})",0.9959732624627528
"frozenset({'Q11A', 'Q17B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.9389567990281679
