antecedents,consequents,confidence
"frozenset({'Q19B', 'Q03A', 'Q26F'})","frozenset({'ALTA', 'Q15A'})",0.8140512073505517
"frozenset({'Q26F', 'Q19B', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9965022975104588
"frozenset({'Q19B', 'Q26F'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8110069211877651
"frozenset({'Q20C', 'Q21A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q20C', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8007592456527063
"frozenset({'Q20C', 'Q21A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9956604491815759
"frozenset({'Q24E', 'Q21A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.831456592807846
"frozenset({'Q24E', 'Q21A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9945447523414117
"frozenset({'Q24E', 'Q21A'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8269508670520231
"frozenset({'Q25E', 'Q21A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q25E', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q15A'})",0.8164147993746744
"frozenset({'Q21A', 'Q25E', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9951092479674797
"frozenset({'Q21A', 'Q25E'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8124351794233562
"frozenset({'Q26F', 'Q21A', 'Q03A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q03A', 'Q26F'})","frozenset({'ALTA', 'Q15A'})",0.8405908601323282
"frozenset({'Q26F', 'Q21A', 'Q15A'})","frozenset({'ALTA', 'Q03A'})",0.9955050719795907
"frozenset({'Q26F', 'Q03A', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8198599299649826
"frozenset({'Q21A', 'Q26F'})","frozenset({'ALTA', 'Q03A', 'Q15A'})",0.8368993514783231
"frozenset({'Q26F', 'Q15A'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.816266560414384
"frozenset({'Q17A', 'Q18A', 'Q19B', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q17A', 'Q18A', 'Q19B'})","frozenset({'ALTA', 'Q03A'})",0.9951359084406295
"frozenset({'Q17A', 'Q18A', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q17A', 'Q18A', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9953004841925377
"frozenset({'Q17A', 'Q18A', 'Q24E', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q17A', 'Q18A', 'Q24E'})","frozenset({'ALTA', 'Q03A'})",0.9946732227002664
"frozenset({'Q19B', 'Q17A', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q17A', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9961012028204065
"frozenset({'Q17A', 'Q24E', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q17A', 'Q24E', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9952400161355384
"frozenset({'Q18A', 'Q03A', 'Q19B', 'Q17B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q03A', 'Q19B', 'Q17B'})","frozenset({'ALTA', 'Q18A'})",0.9329654848555999
"frozenset({'Q18A', 'Q19B', 'Q17B'})","frozenset({'ALTA', 'Q03A'})",0.9961143143645025
"frozenset({'Q18A', 'Q03A', 'Q17B'})","frozenset({'ALTA', 'Q19B'})",0.8022005753798012
"frozenset({'Q19B', 'Q17B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.9293649865512806
"frozenset({'Q18A', 'Q03A', 'Q21A', 'Q17B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q03A', 'Q21A', 'Q17B'})","frozenset({'ALTA', 'Q18A'})",0.9177418532306593
"frozenset({'Q18A', 'Q21A', 'Q17B'})","frozenset({'ALTA', 'Q03A'})",0.9960150542395395
"frozenset({'Q18A', 'Q03A', 'Q17B'})","frozenset({'ALTA', 'Q21A'})",0.9082925352041589
"frozenset({'Q21A', 'Q17B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.9140129006043983
"frozenset({'Q03A', 'Q17B'})","frozenset({'ALTA', 'Q18A', 'Q21A'})",0.8264523536165327
"frozenset({'Q18A', 'Q17B'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.9045034177724165
frozenset({'Q17B'}),"frozenset({'ALTA', 'Q18A', 'Q21A', 'Q03A'})",0.8229752595234828
"frozenset({'Q19B', 'Q03A', 'Q21A', 'Q17B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q17B'})","frozenset({'ALTA', 'Q03A'})",0.9962784728905999
"frozenset({'Q03A', 'Q19B', 'Q17B'})","frozenset({'ALTA', 'Q21A'})",0.9114228692181262
"frozenset({'Q19B', 'Q17B'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.9079055081277043
"frozenset({'Q20C', 'Q18A', 'Q19B', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q20C', 'Q19B', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8402363741887827
"frozenset({'Q20C', 'Q18A', 'Q19B'})","frozenset({'ALTA', 'Q03A'})",0.9952502968564464
"frozenset({'Q20C', 'Q18A', 'Q03A'})","frozenset({'ALTA', 'Q19B'})",0.8587683347713546
"frozenset({'Q20C', 'Q19B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8363970588235294
"frozenset({'Q20C', 'Q18A'})","frozenset({'ALTA', 'Q19B', 'Q03A'})",0.8546664519937744
"frozenset({'Q19B', 'Q18A', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8476937643717029
"frozenset({'Q19B', 'Q18A', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9953939008894536
"frozenset({'Q19B', 'Q21A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.843813114312643
"frozenset({'Q18A', 'Q24E', 'Q19B', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q19B', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8314769749157618
"frozenset({'Q18A', 'Q24E', 'Q19B'})","frozenset({'ALTA', 'Q03A'})",0.9948485357522818
"frozenset({'Q24E', 'Q19B'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8275267815556591
"frozenset({'Q25E', 'Q18A', 'Q19B', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q25E', 'Q19B', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8448479397380404
"frozenset({'Q18A', 'Q19B', 'Q25E'})","frozenset({'ALTA', 'Q03A'})",0.9956276912885061
"frozenset({'Q19B', 'Q25E'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8412538483067451
"frozenset({'Q18A', 'Q19B', 'Q03A', 'Q26F'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q03A', 'Q26F'})","frozenset({'ALTA', 'Q18A'})",0.845985769510897
"frozenset({'Q18A', 'Q19B', 'Q26F'})","frozenset({'ALTA', 'Q03A'})",0.9961736376830717
"frozenset({'Q19B', 'Q26F'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8428220584951999
"frozenset({'Q20C', 'Q18A', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q20C', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8398236590742101
"frozenset({'Q20C', 'Q18A', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9953555878084179
"frozenset({'Q20C', 'Q21A'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8359846407021394
"frozenset({'Q18A', 'Q24E', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q18A', 'Q24E', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9946605644546148
"frozenset({'Q25E', 'Q18A', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q25E', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8186555497655028
"frozenset({'Q18A', 'Q21A', 'Q25E'})","frozenset({'ALTA', 'Q03A'})",0.9951856075003167
"frozenset({'Q21A', 'Q25E'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8146650072599045
"frozenset({'Q18A', 'Q21A', 'Q03A', 'Q26F'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q03A', 'Q26F'})","frozenset({'ALTA', 'Q18A'})",0.8237677591424322
"frozenset({'Q18A', 'Q21A', 'Q26F'})","frozenset({'ALTA', 'Q03A'})",0.9957222566646
"frozenset({'Q21A', 'Q26F'})","frozenset({'ALTA', 'Q18A', 'Q03A'})",0.8201501302149823
"frozenset({'Q18A', 'Q24E', 'Q25E', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q25E', 'Q03A'})","frozenset({'ALTA', 'Q18A'})",0.8008960695132713
"frozenset({'Q18A', 'Q24E', 'Q25E'})","frozenset({'ALTA', 'Q03A'})",0.994604619794301
"frozenset({'Q19B', 'Q20C', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q20C', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.9956186104736073
"frozenset({'Q20C', 'Q21A', 'Q03A'})","frozenset({'ALTA', 'Q19B'})",0.8765613519470977
"frozenset({'Q20C', 'Q21A'})","frozenset({'ALTA', 'Q19B', 'Q03A'})",0.8725543975132566
"frozenset({'Q19B', 'Q24E', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q24E', 'Q21A'})","frozenset({'ALTA', 'Q03A'})",0.995611094178604
"frozenset({'Q25E', 'Q19B', 'Q21A', 'Q03A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q25E'})","frozenset({'ALTA', 'Q03A'})",0.9959375668163352
"frozenset({'Q19B', 'Q21A', 'Q03A', 'Q26F'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q26F'})","frozenset({'ALTA', 'Q03A'})",0.9960998973657204
"frozenset({'Q19B', 'Q03A', 'Q26F'})","frozenset({'ALTA', 'Q21A'})",0.8156199226847443
"frozenset({'Q19B', 'Q26F'})","frozenset({'ALTA', 'Q21A', 'Q03A'})",0.8125697700379549
"frozenset({'Q12A', 'Q10A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q10A', 'Q06B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9240723417524167
"frozenset({'Q12A', 'Q18A', 'Q10A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q10A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8724381155177002
"frozenset({'Q18A', 'Q10A', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.894582423580786
"frozenset({'Q12A', 'Q19B', 'Q06B', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q06B', 'Q10A'})","frozenset({'Q12A', 'ALTA'})",0.8981495411463819
"frozenset({'Q12A', 'Q21A', 'Q06B', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q06B', 'Q10A'})","frozenset({'Q12A', 'ALTA'})",0.9139809877115697
"frozenset({'Q18A', 'Q19B', 'Q06B', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q06B', 'Q10A'})","frozenset({'ALTA', 'Q18A'})",0.8719723183391004
"frozenset({'Q12A', 'Q11A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.8196320684271265
"frozenset({'Q11A', 'Q06B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.907137490608565
"frozenset({'Q12A', 'Q11A', 'Q18A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q11A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8497725884189804
"frozenset({'Q11A', 'Q18A', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.8683407325194228
"frozenset({'Q12A', 'Q11A', 'Q21A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q21A', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.8976005906238465
"frozenset({'Q12A', 'Q11A', 'Q06B'})","frozenset({'ALTA', 'Q21A'})",0.8253343289661259
"frozenset({'Q11A', 'Q18A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q11A', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8700225394440271
"frozenset({'Q11A', 'Q18A', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.803274139844617
"frozenset({'Q12A', 'Q13A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q13A', 'Q06B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9725135623869802
"frozenset({'Q12A', 'Q18A', 'Q13A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q13A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8395579718709374
"frozenset({'Q18A', 'Q13A', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9603866693706483
"frozenset({'Q13A', 'Q06B'})","frozenset({'Q12A', 'ALTA', 'Q18A'})",0.8054311468904134
"frozenset({'Q12A', 'Q13A', 'Q19B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q13A', 'Q19B', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9619252322100252
"frozenset({'Q12A', 'Q13A', 'Q21A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q13A', 'Q21A', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9689509173592598
"frozenset({'Q12A', 'Q06B', 'Q17B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.975278577226773
"frozenset({'Q06B', 'Q17B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9569876900796525
"frozenset({'Q17B', 'Q06B'})","frozenset({'Q12A', 'ALTA', 'Q15A'})",0.9316884032428622
"frozenset({'Q12A', 'Q18A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8632755072037636
"frozenset({'Q12A', 'Q18A', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.8144244105409153
"frozenset({'Q18A', 'Q06B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.940896397015062
"frozenset({'Q06B', 'Q15A'})","frozenset({'Q12A', 'ALTA', 'Q18A'})",0.8106978028480138
"frozenset({'Q12A', 'Q19B', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q19B', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.81166474909284
"frozenset({'Q19B', 'Q06B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9443443340369665
"frozenset({'Q12A', 'Q21A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.838687028260488
"frozenset({'Q21A', 'Q06B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9507038750435258
"frozenset({'Q12A', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8027890956441383
"frozenset({'Q12A', 'Q24E', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q24E', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.8005389290219012
"frozenset({'Q24E', 'Q06B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9531708649054542
"frozenset({'Q12A', 'Q18A', 'Q17B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.9292303151058963
"frozenset({'Q18A', 'Q17B', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9558220737816912
"frozenset({'Q17B', 'Q06B'})","frozenset({'Q12A', 'ALTA', 'Q18A'})",0.887698272823405
"frozenset({'Q12A', 'Q21A', 'Q17B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q17B', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9624501290776812
"frozenset({'Q12A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q21A'})",0.9079034757582466
"frozenset({'Q17B', 'Q06B'})","frozenset({'Q12A', 'ALTA', 'Q21A'})",0.867324638702855
"frozenset({'Q12A', 'Q18A', 'Q19B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q19B', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8591025754491549
"frozenset({'Q18A', 'Q19B', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9223241009074065
"frozenset({'Q12A', 'Q18A', 'Q21A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8522906793048973
"frozenset({'Q18A', 'Q21A', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9336153439407777
"frozenset({'Q12A', 'Q18A', 'Q24E', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q24E', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.841646600160532
"frozenset({'Q18A', 'Q24E', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9317085554709317
"frozenset({'Q12A', 'Q18A', 'Q25E', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q25E', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8494018296973962
"frozenset({'Q18A', 'Q25E', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9200396371674671
"frozenset({'Q12A', 'Q18A', 'Q06B', 'Q26F'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q06B', 'Q26F'})","frozenset({'ALTA', 'Q18A'})",0.8485641584878226
"frozenset({'Q18A', 'Q06B', 'Q26F'})","frozenset({'Q12A', 'ALTA'})",0.9205047318611987
"frozenset({'Q19B', 'Q12A', 'Q21A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9355880973474388
"frozenset({'Q12A', 'Q24E', 'Q19B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q19B', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9336936936936936
"frozenset({'Q12A', 'Q24E', 'Q21A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q21A', 'Q06B'})","frozenset({'Q12A', 'ALTA'})",0.9440513531256838
"frozenset({'Q18A', 'Q13A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q13A', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8501265822784811
"frozenset({'Q06B', 'Q18A', 'Q17B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q06B', 'Q17B', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.9317161477190441
"frozenset({'Q18A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.9766965234552907
"frozenset({'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q18A', 'Q15A'})",0.9070849488896722
"frozenset({'Q06B', 'Q21A', 'Q17B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.9786435109129312
"frozenset({'Q06B', 'Q17B', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.9058653149891382
"frozenset({'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q21A', 'Q15A'})",0.8819175185054635
"frozenset({'Q18A', 'Q19B', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8758688153220409
"frozenset({'Q18A', 'Q19B', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.8082094161242813
"frozenset({'Q18A', 'Q21A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8694224742575736
"frozenset({'Q18A', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.8401672835648705
"frozenset({'Q18A', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.800164812525752
"frozenset({'Q18A', 'Q24E', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8543927913168134
"frozenset({'Q19B', 'Q21A', 'Q06B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q15A'})",0.8295898691958934
"frozenset({'Q19B', 'Q06B', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8195953251300004
"frozenset({'Q18A', 'Q21A', 'Q17B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q21A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.9360087616365486
"frozenset({'Q18A', 'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q21A'})",0.9082283285258843
"frozenset({'Q17B', 'Q06B'})","frozenset({'ALTA', 'Q18A', 'Q21A'})",0.8434966513923159
"frozenset({'Q19B', 'Q18A', 'Q21A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8609098962947522
"frozenset({'Q18A', 'Q24E', 'Q19B', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q19B', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8527567567567568
"frozenset({'Q18A', 'Q24E', 'Q21A', 'Q06B'})",frozenset({'ALTA'}),1.0
"frozenset({'Q24E', 'Q21A', 'Q06B'})","frozenset({'ALTA', 'Q18A'})",0.8457217886060252
"frozenset({'Q12A', 'Q09C', 'Q18A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09C', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8599698859969886
"frozenset({'Q12A', 'Q09C', 'Q18A'})","frozenset({'ALTA', 'Q15A'})",0.8434599156118143
"frozenset({'Q09C', 'Q18A', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9427762930356862
"frozenset({'Q09C', 'Q15A'})","frozenset({'Q12A', 'ALTA', 'Q18A'})",0.8084934277047524
"frozenset({'Q12A', 'Q09C', 'Q21A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q09C', 'Q21A'})","frozenset({'ALTA', 'Q15A'})",0.8583364140480592
"frozenset({'Q09C', 'Q21A', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9492232215862633
"frozenset({'Q12A', 'Q09C', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8323653832365383
"frozenset({'Q12A', 'Q18A', 'Q10A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q10A', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8763061282123694
"frozenset({'Q12A', 'Q18A', 'Q10A'})","frozenset({'ALTA', 'Q15A'})",0.8085361404971599
"frozenset({'Q18A', 'Q10A', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9068326611724824
"frozenset({'Q12A', 'Q10A', 'Q19B', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q19B', 'Q10A'})","frozenset({'ALTA', 'Q15A'})",0.8031293087944369
"frozenset({'Q10A', 'Q19B', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9132242672119972
"frozenset({'Q12A', 'Q10A', 'Q21A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q15A'})",0.8308903211087663
"frozenset({'Q10A', 'Q21A', 'Q15A'})","frozenset({'Q12A', 'ALTA'})",0.9242481918538257
"frozenset({'Q12A', 'Q10A', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8228184128777181
"frozenset({'Q12A', 'Q18A', 'Q19B', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q19B', 'Q10A'})","frozenset({'ALTA', 'Q18A'})",0.8799232659912476
"frozenset({'Q18A', 'Q19B', 'Q10A'})","frozenset({'Q12A', 'ALTA'})",0.8764554845643995
"frozenset({'Q12A', 'Q18A', 'Q21A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q12A', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q18A'})",0.8631152683511094
"frozenset({'Q18A', 'Q21A', 'Q10A'})","frozenset({'Q12A', 'ALTA'})",0.8951789411416741
"frozenset({'Q19B', 'Q12A', 'Q21A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q10A'})","frozenset({'Q12A', 'ALTA'})",0.8999867794817558
"frozenset({'Q12A', 'Q19B', 'Q10A'})","frozenset({'ALTA', 'Q21A'})",0.8161980696600923
"frozenset({'Q18A', 'Q19B', 'Q10A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q10A', 'Q19B', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8995910020449898
"frozenset({'Q18A', 'Q21A', 'Q10A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q10A', 'Q21A', 'Q15A'})","frozenset({'ALTA', 'Q18A'})",0.8837710950387008
"frozenset({'Q18A', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q15A'})",0.8240165631469979
"frozenset({'Q18A', 'Q10A', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.8141913612718453
"frozenset({'Q19B', 'Q10A', 'Q21A', 'Q15A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q15A'})",0.8112109994711794
"frozenset({'Q10A', 'Q19B', 'Q15A'})","frozenset({'ALTA', 'Q21A'})",0.83653715064758
"frozenset({'Q19B', 'Q18A', 'Q21A', 'Q10A'})",frozenset({'ALTA'}),1.0
"frozenset({'Q19B', 'Q21A', 'Q10A'})","frozenset({'ALTA', 'Q18A'})",0.8785034373347436
"frozenset({'Q12A', 'Q11A', 'Q17B', 'Q15A'})",frozenset({'ALTA'}),1.0
