antecedents,consequents,confidence
"frozenset({'Q08B', 'Q15A'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8484470759322739
"frozenset({'Q13A', 'Q08B', 'Q14A', 'Q12A', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q08B', 'Q14A', 'Q12A'})","frozenset({'BAIXA', 'Q17A'})",0.8407123669286637
"frozenset({'Q13A', 'Q08B', 'Q14A', 'Q17A'})","frozenset({'BAIXA', 'Q12A'})",0.9668192219679633
"frozenset({'Q13A', 'Q08B', 'Q12A', 'Q17A'})","frozenset({'Q14A', 'BAIXA'})",0.9907374838785321
"frozenset({'Q14A', 'Q08B', 'Q12A', 'Q17A'})","frozenset({'Q13A', 'BAIXA'})",0.9007568489500053
"frozenset({'Q13A', 'Q08B', 'Q14A'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8126562800538565
"frozenset({'Q13A', 'Q08B', 'Q12A'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8322663252240716
"frozenset({'Q13A', 'Q08B', 'Q17A'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9573985950600498
"frozenset({'Q14A', 'Q08B', 'Q17A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8392094547621411
"frozenset({'Q17A', 'Q08B', 'Q12A'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8913502109704641
"frozenset({'Q13A', 'Q08B'})","frozenset({'Q14A', 'BAIXA', 'Q12A', 'Q17A'})",0.8041492196421772
"frozenset({'Q08B', 'Q17A'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8287563750490388
"frozenset({'Q13A', 'Q08B', 'Q14A', 'Q12A', 'Q24E'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q08B', 'Q14A', 'Q24E'})","frozenset({'BAIXA', 'Q12A'})",0.9702824996942644
"frozenset({'Q13A', 'Q08B', 'Q24E', 'Q12A'})","frozenset({'Q14A', 'BAIXA'})",0.9922461230615307
"frozenset({'Q14A', 'Q08B', 'Q24E', 'Q12A'})","frozenset({'Q13A', 'BAIXA'})",0.9051911009697661
"frozenset({'Q13A', 'Q08B', 'Q24E'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9626304295074011
"frozenset({'Q14A', 'Q08B', 'Q24E'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.853485370051635
"frozenset({'Q08B', 'Q24E', 'Q12A'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.897105382180009
"frozenset({'Q08B', 'Q24E'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8449414270500533
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q10E', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q10E'})","frozenset({'BAIXA', 'Q15A'})",0.8273216263249487
"frozenset({'Q13A', 'Q14A', 'Q15A', 'Q10E'})","frozenset({'BAIXA', 'Q12A'})",0.9837283671933785
"frozenset({'Q13A', 'Q12A', 'Q10E', 'Q15A'})","frozenset({'Q14A', 'BAIXA'})",0.9883764883764883
"frozenset({'Q14A', 'Q12A', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9205245555359972
"frozenset({'Q13A', 'Q14A', 'Q10E'})","frozenset({'BAIXA', 'Q12A', 'Q15A'})",0.8102099310558526
"frozenset({'Q13A', 'Q12A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.81640777456873
"frozenset({'Q13A', 'Q15A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9719356937087632
"frozenset({'Q14A', 'Q15A', 'Q10E'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.894466774993586
"frozenset({'Q12A', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9071905629282678
"frozenset({'Q15A', 'Q10E'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8806095815441611
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q10E', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q10E'})","frozenset({'BAIXA', 'Q17A'})",0.8054105363075463
"frozenset({'Q13A', 'Q14A', 'Q17A', 'Q10E'})","frozenset({'BAIXA', 'Q12A'})",0.9783799365811475
"frozenset({'Q13A', 'Q12A', 'Q10E', 'Q17A'})","frozenset({'Q14A', 'BAIXA'})",0.9909489051094891
"frozenset({'Q14A', 'Q12A', 'Q10E', 'Q17A'})","frozenset({'Q13A', 'BAIXA'})",0.9216147719044172
"frozenset({'Q13A', 'Q17A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9690682402208052
"frozenset({'Q14A', 'Q17A', 'Q10E'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8850834492350489
"frozenset({'Q17A', 'Q12A', 'Q10E'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9122021143164308
"frozenset({'Q17A', 'Q10E'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8748174241773349
"frozenset({'Q13A', 'Q18A', 'Q14A', 'Q12A', 'Q10E'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q18A', 'Q14A', 'Q10E'})","frozenset({'BAIXA', 'Q12A'})",0.9800280686602612
"frozenset({'Q13A', 'Q18A', 'Q12A', 'Q10E'})","frozenset({'Q14A', 'BAIXA'})",0.9868463963474291
"frozenset({'Q18A', 'Q14A', 'Q12A', 'Q10E'})","frozenset({'Q13A', 'BAIXA'})",0.9144756724085826
"frozenset({'Q13A', 'Q18A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9668761316434125
"frozenset({'Q18A', 'Q14A', 'Q10E'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8814448004660647
"frozenset({'Q18A', 'Q12A', 'Q10E'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8991679873217114
"frozenset({'Q18A', 'Q10E'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8653131255361739
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q24E', 'Q10E'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q24E', 'Q10E'})","frozenset({'BAIXA', 'Q12A'})",0.9815975733063701
"frozenset({'Q13A', 'Q24E', 'Q12A', 'Q10E'})","frozenset({'Q14A', 'BAIXA'})",0.9888968116532545
"frozenset({'Q14A', 'Q24E', 'Q12A', 'Q10E'})","frozenset({'Q13A', 'BAIXA'})",0.9221124620060791
"frozenset({'Q13A', 'Q24E', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9706058788242351
"frozenset({'Q14A', 'Q24E', 'Q10E'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8908874002018904
"frozenset({'Q24E', 'Q12A', 'Q10E'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9094997189432265
"frozenset({'Q24E', 'Q10E'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8779958397395317
"frozenset({'Q13A', 'Q15A', 'Q12A', 'Q10E', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q12A', 'Q17A', 'Q10E'})","frozenset({'BAIXA', 'Q15A'})",0.8151824817518247
"frozenset({'Q13A', 'Q17A', 'Q10E', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9832139922526117
"frozenset({'Q12A', 'Q17A', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9282943588606893
"frozenset({'Q17A', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.900838890083889
"frozenset({'Q13A', 'Q12A', 'Q24E', 'Q10E', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q12A', 'Q10E'})","frozenset({'BAIXA', 'Q15A'})",0.8362025058571865
"frozenset({'Q13A', 'Q24E', 'Q10E', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9857108549471661
"frozenset({'Q24E', 'Q12A', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.924436936936937
"frozenset({'Q13A', 'Q24E', 'Q10E'})","frozenset({'BAIXA', 'Q12A', 'Q15A'})",0.8207358528294341
"frozenset({'Q24E', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9009987926682033
"frozenset({'Q13A', 'Q12A', 'Q24E', 'Q10E', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q12A', 'Q10E'})","frozenset({'BAIXA', 'Q17A'})",0.8118569827849649
"frozenset({'Q13A', 'Q24E', 'Q10E', 'Q17A'})","frozenset({'BAIXA', 'Q12A'})",0.9805610236220472
"frozenset({'Q17A', 'Q24E', 'Q12A', 'Q10E'})","frozenset({'Q13A', 'BAIXA'})",0.9268519595301781
"frozenset({'Q17A', 'Q24E', 'Q10E'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8930972658000896
"frozenset({'Q15A', 'Q14A', 'Q12A', 'Q10E', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q12A', 'Q17A', 'Q10E'})","frozenset({'BAIXA', 'Q15A'})",0.8103729181752354
"frozenset({'Q14A', 'Q17A', 'Q10E', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9712518984595357
"frozenset({'Q12A', 'Q17A', 'Q10E', 'Q15A'})","frozenset({'Q14A', 'BAIXA'})",0.9922420480993018
"frozenset({'Q12A', 'Q17A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.8020963984948933
"frozenset({'Q17A', 'Q10E', 'Q15A'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9628952462895246
"frozenset({'Q18A', 'Q14A', 'Q12A', 'Q10E', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q14A', 'Q12A', 'Q10E'})","frozenset({'BAIXA', 'Q15A'})",0.8256270776669689
"frozenset({'Q18A', 'Q14A', 'Q15A', 'Q10E'})","frozenset({'BAIXA', 'Q12A'})",0.9715504978662874
"frozenset({'Q18A', 'Q12A', 'Q10E', 'Q15A'})","frozenset({'Q14A', 'BAIXA'})",0.9845045045045046
"frozenset({'Q18A', 'Q12A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.8118066561014262
"frozenset({'Q18A', 'Q15A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9554674749358825
"frozenset({'Q14A', 'Q12A', 'Q24E', 'Q10E', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q12A', 'Q10E'})","frozenset({'BAIXA', 'Q15A'})",0.8329217325227964
"frozenset({'Q14A', 'Q24E', 'Q10E', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9754171301446052
"frozenset({'Q24E', 'Q12A', 'Q10E', 'Q15A'})","frozenset({'Q14A', 'BAIXA'})",0.9875
"frozenset({'Q14A', 'Q24E', 'Q10E'})","frozenset({'BAIXA', 'Q12A', 'Q15A'})",0.8047168945581352
"frozenset({'Q24E', 'Q12A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.8215289488476671
"frozenset({'Q24E', 'Q10E', 'Q15A'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9624629568653277
"frozenset({'Q18A', 'Q14A', 'Q12A', 'Q10E', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q14A', 'Q12A', 'Q10E'})","frozenset({'BAIXA', 'Q17A'})",0.8243175178805279
"frozenset({'Q18A', 'Q14A', 'Q17A', 'Q10E'})","frozenset({'BAIXA', 'Q12A'})",0.9628191551947288
"frozenset({'Q18A', 'Q12A', 'Q10E', 'Q17A'})","frozenset({'Q14A', 'BAIXA'})",0.989958867650617
"frozenset({'Q18A', 'Q12A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8105190174326465
"frozenset({'Q18A', 'Q17A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9517329611537567
"frozenset({'Q14A', 'Q12A', 'Q24E', 'Q10E', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q12A', 'Q10E'})","frozenset({'BAIXA', 'Q17A'})",0.8097454407294833
"frozenset({'Q14A', 'Q24E', 'Q10E', 'Q17A'})","frozenset({'BAIXA', 'Q12A'})",0.9642574369415224
"frozenset({'Q17A', 'Q24E', 'Q12A', 'Q10E'})","frozenset({'Q14A', 'BAIXA'})",0.9913943481800209
"frozenset({'Q17A', 'Q24E', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9552891080233078
"frozenset({'Q13A', 'Q15A', 'Q14A', 'Q10E', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q17A', 'Q10E'})","frozenset({'BAIXA', 'Q15A'})",0.8123378495243587
"frozenset({'Q13A', 'Q17A', 'Q10E', 'Q15A'})","frozenset({'Q14A', 'BAIXA'})",0.9923699964784599
"frozenset({'Q14A', 'Q17A', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9171186808418312
"frozenset({'Q13A', 'Q17A', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.8046064528409631
"frozenset({'Q17A', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9092277909227792
"frozenset({'Q13A', 'Q14A', 'Q24E', 'Q10E', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q24E', 'Q10E'})","frozenset({'BAIXA', 'Q15A'})",0.8334681496461072
"frozenset({'Q13A', 'Q24E', 'Q10E', 'Q15A'})","frozenset({'Q14A', 'BAIXA'})",0.9897934678194044
"frozenset({'Q14A', 'Q24E', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9169076751946608
"frozenset({'Q13A', 'Q24E', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.824135172965407
"frozenset({'Q24E', 'Q10E', 'Q15A'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9047305454944573
"frozenset({'Q13A', 'Q14A', 'Q24E', 'Q10E', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q24E', 'Q10E'})","frozenset({'BAIXA', 'Q17A'})",0.8155712841253792
"frozenset({'Q13A', 'Q24E', 'Q10E', 'Q17A'})","frozenset({'Q14A', 'BAIXA'})",0.9923720472440944
"frozenset({'Q14A', 'Q24E', 'Q10E', 'Q17A'})","frozenset({'Q13A', 'BAIXA'})",0.9123402330053162
"frozenset({'Q13A', 'Q24E', 'Q10E'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8064387122575485
"frozenset({'Q17A', 'Q24E', 'Q10E'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9038547736441057
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q11B', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q11B'})","frozenset({'BAIXA', 'Q15A'})",0.908644116796762
"frozenset({'Q13A', 'Q14A', 'Q11B', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9910137159072995
"frozenset({'Q13A', 'Q12A', 'Q11B', 'Q15A'})","frozenset({'Q14A', 'BAIXA'})",0.9851120514026016
"frozenset({'Q14A', 'Q12A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9673001461875818
"frozenset({'Q13A', 'Q14A', 'Q11B'})","frozenset({'BAIXA', 'Q12A', 'Q15A'})",0.9002506265664161
"frozenset({'Q13A', 'Q12A', 'Q11B'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.8938499822253823
"frozenset({'Q13A', 'Q11B', 'Q15A'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9763143589345344
"frozenset({'Q14A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q15A'})",0.8779942733431106
"frozenset({'Q14A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9558275678552423
"frozenset({'Q12A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9523520945382926
"frozenset({'Q13A', 'Q11B'})","frozenset({'Q14A', 'BAIXA', 'Q12A', 'Q15A'})",0.8854768277222145
"frozenset({'Q14A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A', 'Q15A'})",0.8670344827586208
"frozenset({'Q12A', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q15A'})",0.8632243889041472
"frozenset({'Q11B', 'Q15A'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.9410884048207202
frozenset({'Q11B'}),"frozenset({'Q13A', 'Q14A', 'Q12A', 'BAIXA', 'Q15A'})",0.8521656612214465
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q11B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q11B', 'Q17A'})","frozenset({'BAIXA', 'Q12A'})",0.9910995735212311
"frozenset({'Q13A', 'Q12A', 'Q11B', 'Q17A'})","frozenset({'Q14A', 'BAIXA'})",0.9905485544848036
"frozenset({'Q14A', 'Q12A', 'Q11B', 'Q17A'})","frozenset({'Q13A', 'BAIXA'})",0.9725254730713248
"frozenset({'Q13A', 'Q11B', 'Q17A'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9815443944541365
"frozenset({'Q14A', 'Q11B', 'Q17A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9605535088507503
"frozenset({'Q17A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9632366192106686
"frozenset({'Q17A', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.951067615658363
"frozenset({'Q13A', 'Q18A', 'Q14A', 'Q12A', 'Q11B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q18A', 'Q14A', 'Q11B'})","frozenset({'BAIXA', 'Q12A'})",0.9911442786069651
"frozenset({'Q13A', 'Q18A', 'Q12A', 'Q11B'})","frozenset({'Q14A', 'BAIXA'})",0.981862986692952
"frozenset({'Q18A', 'Q14A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA'})",0.9654938451100126
"frozenset({'Q13A', 'Q18A', 'Q11B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9731340367330987
"frozenset({'Q18A', 'Q14A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9535707447826919
"frozenset({'Q18A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9473133618640037
"frozenset({'Q18A', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.935480841472577
"frozenset({'Q13A', 'Q14A', 'Q21A', 'Q12A', 'Q11B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q21A', 'Q14A', 'Q11B'})","frozenset({'BAIXA', 'Q12A'})",0.99168303107312
"frozenset({'Q13A', 'Q21A', 'Q12A', 'Q11B'})","frozenset({'Q14A', 'BAIXA'})",0.979910969067458
"frozenset({'Q14A', 'Q21A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA'})",0.9655831739961758
"frozenset({'Q13A', 'Q21A', 'Q11B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9717034521788341
"frozenset({'Q14A', 'Q21A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9545252390482544
"frozenset({'Q21A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.94538046470653
"frozenset({'Q21A', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.9344726243605094
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q24E', 'Q11B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q11B'})","frozenset({'BAIXA', 'Q24E'})",0.8173605088175773
"frozenset({'Q13A', 'Q14A', 'Q24E', 'Q11B'})","frozenset({'BAIXA', 'Q12A'})",0.9916695896176779
"frozenset({'Q13A', 'Q24E', 'Q12A', 'Q11B'})","frozenset({'Q14A', 'BAIXA'})",0.9866515442331181
"frozenset({'Q14A', 'Q24E', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA'})",0.9707296137339054
"frozenset({'Q13A', 'Q14A', 'Q11B'})","frozenset({'BAIXA', 'Q24E', 'Q12A'})",0.8098102398854278
"frozenset({'Q13A', 'Q12A', 'Q11B'})","frozenset({'Q14A', 'BAIXA', 'Q24E'})",0.8040526128688232
"frozenset({'Q13A', 'Q24E', 'Q11B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9784564803599237
"frozenset({'Q14A', 'Q24E', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9597725536790291
"frozenset({'Q24E', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.9574161869285472
"frozenset({'Q24E', 'Q11B'})","frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.9465974721687452
"frozenset({'Q13A', 'Q15A', 'Q12A', 'Q11B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q12A', 'Q17A', 'Q11B'})","frozenset({'BAIXA', 'Q15A'})",0.901130467012602
"frozenset({'Q13A', 'Q17A', 'Q11B', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9914364359261902
"frozenset({'Q12A', 'Q17A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9736684020824992
"frozenset({'Q13A', 'Q17A', 'Q11B'})","frozenset({'BAIXA', 'Q12A', 'Q15A'})",0.8929391240473787
"frozenset({'Q12A', 'Q17A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q15A'})",0.8762840151378628
"frozenset({'Q17A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9623948540326571
"frozenset({'Q17A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A', 'Q15A'})",0.8652135231316727
"frozenset({'Q13A', 'Q18A', 'Q12A', 'Q11B', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q18A', 'Q12A', 'Q11B'})","frozenset({'BAIXA', 'Q15A'})",0.9103006407097092
"frozenset({'Q13A', 'Q18A', 'Q11B', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9913052812365822
"frozenset({'Q18A', 'Q12A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9660041841004184
"frozenset({'Q13A', 'Q18A', 'Q11B'})","frozenset({'BAIXA', 'Q12A', 'Q15A'})",0.9022078937084799
"frozenset({'Q18A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q15A'})",0.8782691393247741
"frozenset({'Q18A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.954620632623527
"frozenset({'Q18A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A', 'Q15A'})",0.8672990232907589
"frozenset({'Q13A', 'Q21A', 'Q12A', 'Q11B', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q21A', 'Q12A', 'Q11B'})","frozenset({'BAIXA', 'Q15A'})",0.9125670585549595
"frozenset({'Q13A', 'Q21A', 'Q11B', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9923048280997889
"frozenset({'Q21A', 'Q12A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9648805213613323
"frozenset({'Q13A', 'Q21A', 'Q11B'})","frozenset({'BAIXA', 'Q12A', 'Q15A'})",0.9049235993208827
"frozenset({'Q21A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q15A'})",0.880409646514701
"frozenset({'Q21A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9548548907201719
"frozenset({'Q21A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A', 'Q15A'})",0.8702514422553608
"frozenset({'Q13A', 'Q12A', 'Q24E', 'Q11B', 'Q15A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q12A', 'Q11B'})","frozenset({'BAIXA', 'Q15A'})",0.911882742976793
"frozenset({'Q13A', 'Q12A', 'Q11B', 'Q15A'})","frozenset({'BAIXA', 'Q24E'})",0.8189938881053127
"frozenset({'Q13A', 'Q24E', 'Q11B', 'Q15A'})","frozenset({'BAIXA', 'Q12A'})",0.9922156825517373
"frozenset({'Q24E', 'Q12A', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA'})",0.9709242916860196
"frozenset({'Q13A', 'Q24E', 'Q11B'})","frozenset({'BAIXA', 'Q12A', 'Q15A'})",0.9043087039280152
"frozenset({'Q13A', 'Q11B', 'Q15A'})","frozenset({'BAIXA', 'Q24E', 'Q12A'})",0.8116797390696592
"frozenset({'Q24E', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q15A'})",0.8848628513376229
"frozenset({'Q24E', 'Q11B', 'Q15A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.96075006894016
"frozenset({'Q24E', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A', 'Q15A'})",0.8748639825897716
"frozenset({'Q13A', 'Q18A', 'Q12A', 'Q11B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q18A', 'Q11B', 'Q17A'})","frozenset({'BAIXA', 'Q12A'})",0.9918280110636158
"frozenset({'Q18A', 'Q12A', 'Q11B', 'Q17A'})","frozenset({'Q13A', 'BAIXA'})",0.971671388101983
"frozenset({'Q18A', 'Q11B', 'Q17A'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9599659284497445
"frozenset({'Q13A', 'Q12A', 'Q24E', 'Q11B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q12A', 'Q11B', 'Q17A'})","frozenset({'BAIXA', 'Q24E'})",0.8333024462564863
"frozenset({'Q13A', 'Q24E', 'Q11B', 'Q17A'})","frozenset({'BAIXA', 'Q12A'})",0.9916198037269821
"frozenset({'Q17A', 'Q24E', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA'})",0.9767568154664928
"frozenset({'Q13A', 'Q11B', 'Q17A'})","frozenset({'BAIXA', 'Q24E', 'Q12A'})",0.8257276650445323
"frozenset({'Q17A', 'Q12A', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q24E'})",0.8103261848981799
"frozenset({'Q17A', 'Q24E', 'Q11B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.9653284671532847
