antecedents,consequents,confidence
"frozenset({'Q24E', 'Q02D', 'Q15A'})","frozenset({'Q14A', 'BAIXA'})",0.9896013864818025
"frozenset({'Q18A', 'Q14A', 'Q17A', 'Q02D'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q14A', 'Q02D'})","frozenset({'BAIXA', 'Q17A'})",0.8498434004474272
"frozenset({'Q18A', 'Q17A', 'Q02D'})","frozenset({'Q14A', 'BAIXA'})",0.9855749273557493
"frozenset({'Q18A', 'Q02D'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8338747914654491
"frozenset({'Q14A', 'Q24E', 'Q02D', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q02D'})","frozenset({'BAIXA', 'Q17A'})",0.8516729906864434
"frozenset({'Q17A', 'Q24E', 'Q02D'})","frozenset({'Q14A', 'BAIXA'})",0.9893808855940692
"frozenset({'Q24E', 'Q02D'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8408684546615579
"frozenset({'Q18A', 'Q14A', 'Q24E', 'Q02D'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q24E', 'Q02D'})","frozenset({'Q14A', 'BAIXA'})",0.9854562514661037
"frozenset({'Q14A', 'Q12A', 'Q04B', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q04B', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9335559649930907
"frozenset({'Q12A', 'Q04B', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9907124526457289
"frozenset({'Q04B', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9234536963207655
"frozenset({'Q14A', 'Q17A', 'Q04B', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q04B', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.9060340856748043
"frozenset({'Q17A', 'Q04B', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.988814879979892
"frozenset({'Q04B', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8962296389110377
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9624630620557464
"frozenset({'Q13A', 'Q12A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9911176905995559
"frozenset({'Q14A', 'Q12A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.9035765164579742
"frozenset({'Q13A', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9536282345493392
"frozenset({'Q14A', 'Q04B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.83739837398374
"frozenset({'Q12A', 'Q04B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8939910979228487
frozenset({'Q04B'}),"frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8268267581475129
"frozenset({'Q13A', 'Q12A', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q12A', 'Q04B'})","frozenset({'BAIXA', 'Q15A'})",0.8116621432683608
"frozenset({'Q13A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9706894855906364
"frozenset({'Q12A', 'Q15A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.9137116933617258
"frozenset({'Q15A', 'Q04B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8641856392294222
"frozenset({'Q13A', 'Q12A', 'Q04B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q12A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8906160046056419
"frozenset({'Q13A', 'Q17A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9620646766169154
"frozenset({'Q17A', 'Q12A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.9068754710660749
"frozenset({'Q13A', 'Q04B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8569280683706575
"frozenset({'Q12A', 'Q04B'})","frozenset({'Q13A', 'BAIXA', 'Q17A'})",0.8033382789317507
"frozenset({'Q17A', 'Q04B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8379633212102453
"frozenset({'Q13A', 'Q18A', 'Q12A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q18A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9607887323943662
"frozenset({'Q18A', 'Q12A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.8964465937762827
"frozenset({'Q18A', 'Q04B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8253799244990804
"frozenset({'Q13A', 'Q24E', 'Q12A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9682729721640227
"frozenset({'Q24E', 'Q12A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.9138418079096047
"frozenset({'Q24E', 'Q04B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8576352067868505
"frozenset({'Q14A', 'Q12A', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q12A', 'Q04B'})","frozenset({'BAIXA', 'Q15A'})",0.803554022643773
"frozenset({'Q14A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9469824158345851
"frozenset({'Q12A', 'Q15A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9922229423201555
"frozenset({'Q15A', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9384413309982488
"frozenset({'Q14A', 'Q12A', 'Q04B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q12A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8867061558071532
"frozenset({'Q14A', 'Q17A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9257867543447628
"frozenset({'Q17A', 'Q12A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9903693158026967
"frozenset({'Q14A', 'Q04B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8217636022514072
"frozenset({'Q12A', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.877299703264095
"frozenset({'Q17A', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9151125899558926
frozenset({'Q04B'}),"frozenset({'Q14A', 'BAIXA', 'Q12A', 'Q17A'})",0.8113893653516295
"frozenset({'Q18A', 'Q14A', 'Q12A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q14A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9226015303119482
"frozenset({'Q18A', 'Q12A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9887510513036165
"frozenset({'Q18A', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.910366857032233
"frozenset({'Q14A', 'Q24E', 'Q12A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9395236820979396
"frozenset({'Q24E', 'Q12A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9918079096045199
"frozenset({'Q24E', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9308059384941675
"frozenset({'Q17A', 'Q12A', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q12A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8811221183223775
"frozenset({'Q17A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9471536624203821
"frozenset({'Q15A', 'Q04B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8333625218914187
"frozenset({'Q24E', 'Q12A', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q24E', 'Q12A', 'Q04B'})","frozenset({'BAIXA', 'Q15A'})",0.816949152542373
"frozenset({'Q12A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q24E'})",0.8032589575039348
"frozenset({'Q24E', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9555066079295155
"frozenset({'Q18A', 'Q12A', 'Q04B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q12A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.9157905803195963
"frozenset({'Q18A', 'Q17A', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9199493082690886
"frozenset({'Q18A', 'Q04B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8431903978317683
"frozenset({'Q17A', 'Q24E', 'Q12A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q24E', 'Q12A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8925612052730697
"frozenset({'Q17A', 'Q24E', 'Q04B'})","frozenset({'BAIXA', 'Q12A'})",0.9375865479723047
"frozenset({'Q24E', 'Q04B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8376634853305054
"frozenset({'Q13A', 'Q14A', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q04B'})","frozenset({'BAIXA', 'Q15A'})",0.8064851050235605
"frozenset({'Q13A', 'Q15A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9932133372676307
"frozenset({'Q14A', 'Q15A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.8922859415039321
"frozenset({'Q15A', 'Q04B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8842381786339757
"frozenset({'Q13A', 'Q14A', 'Q17A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8913824774379043
"frozenset({'Q13A', 'Q17A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9915600568585643
"frozenset({'Q14A', 'Q17A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.8737278847659308
"frozenset({'Q13A', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8832001266123287
"frozenset({'Q17A', 'Q04B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8636539503211328
"frozenset({'Q13A', 'Q18A', 'Q14A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q18A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9907605633802817
"frozenset({'Q18A', 'Q14A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.8625662154208359
"frozenset({'Q18A', 'Q04B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8511276739909012
"frozenset({'Q13A', 'Q14A', 'Q24E', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9932156041105457
"frozenset({'Q14A', 'Q24E', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.887967175095888
"frozenset({'Q24E', 'Q04B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8797278190173206
"frozenset({'Q13A', 'Q17A', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q17A', 'Q04B'})","frozenset({'BAIXA', 'Q15A'})",0.8005508173418622
"frozenset({'Q13A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8862988098750861
"frozenset({'Q17A', 'Q15A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.8967953821656051
"frozenset({'Q13A', 'Q24E', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q04B'})","frozenset({'BAIXA', 'Q15A'})",0.8193155741793874
"frozenset({'Q13A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q24E'})",0.8077112225828662
"frozenset({'Q24E', 'Q15A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.9044052863436124
"frozenset({'Q13A', 'Q18A', 'Q17A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q18A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.9213521126760563
"frozenset({'Q18A', 'Q17A', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.8635547576301617
"frozenset({'Q13A', 'Q24E', 'Q04B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8969370447969669
"frozenset({'Q17A', 'Q24E', 'Q04B'})","frozenset({'Q13A', 'BAIXA'})",0.8892185954500494
"frozenset({'Q14A', 'Q17A', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8808871609083678
"frozenset({'Q17A', 'Q15A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9921377388535031
"frozenset({'Q15A', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8729422066549912
"frozenset({'Q18A', 'Q14A', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q15A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9903007980356047
"frozenset({'Q14A', 'Q24E', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q04B'})","frozenset({'BAIXA', 'Q15A'})",0.8042101507448042
"frozenset({'Q24E', 'Q15A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9929515418502203
"frozenset({'Q18A', 'Q14A', 'Q17A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q14A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.9178928781636256
"frozenset({'Q18A', 'Q17A', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9881719294540078
"frozenset({'Q18A', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.9057206465976186
"frozenset({'Q14A', 'Q24E', 'Q04B', 'Q17A'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.894032646507894
"frozenset({'Q17A', 'Q24E', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.9913946587537094
"frozenset({'Q24E', 'Q04B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8857370095440085
"frozenset({'Q18A', 'Q14A', 'Q24E', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q24E', 'Q04B'})","frozenset({'Q14A', 'BAIXA'})",0.990168893370305
"frozenset({'Q17A', 'Q24E', 'Q15A', 'Q04B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q24E', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q17A'})",0.8885462555066079
"frozenset({'Q17A', 'Q15A', 'Q04B'})","frozenset({'BAIXA', 'Q24E'})",0.8029458598726115
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9662970784934883
"frozenset({'Q13A', 'Q12A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9906179521876411
"frozenset({'Q14A', 'Q12A', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.9084967320261438
"frozenset({'Q13A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9568665040083655
"frozenset({'Q14A', 'Q05B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8455378455378456
"frozenset({'Q12A', 'Q05B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8982413087934561
frozenset({'Q05B'}),"frozenset({'Q13A', 'Q14A', 'BAIXA', 'Q12A'})",0.8347396427213988
"frozenset({'Q13A', 'Q12A', 'Q15A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q12A', 'Q05B'})","frozenset({'BAIXA', 'Q15A'})",0.8161479476770411
"frozenset({'Q13A', 'Q15A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9738428417653391
"frozenset({'Q12A', 'Q15A', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.9210954998981877
"frozenset({'Q15A', 'Q05B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8750362704323434
"frozenset({'Q13A', 'Q12A', 'Q17A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q12A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.8987821380243574
"frozenset({'Q13A', 'Q17A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.96512641673932
"frozenset({'Q17A', 'Q12A', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.9088669950738916
"frozenset({'Q13A', 'Q05B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.868159637504357
"frozenset({'Q12A', 'Q05B'})","frozenset({'Q13A', 'BAIXA', 'Q17A'})",0.8149693251533742
"frozenset({'Q17A', 'Q05B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8428220962693512
"frozenset({'Q13A', 'Q24E', 'Q12A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9715353335531377
"frozenset({'Q24E', 'Q12A', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.919588057838344
"frozenset({'Q24E', 'Q05B'})","frozenset({'Q13A', 'BAIXA', 'Q12A'})",0.8673469387755103
"frozenset({'Q14A', 'Q12A', 'Q15A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q12A', 'Q05B'})","frozenset({'BAIXA', 'Q15A'})",0.8059899065111277
"frozenset({'Q14A', 'Q15A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9508100722233066
"frozenset({'Q12A', 'Q15A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9918550193443292
"frozenset({'Q15A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9422574717090627
"frozenset({'Q14A', 'Q12A', 'Q17A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q12A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.896500372300819
"frozenset({'Q14A', 'Q17A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9286938635584504
"frozenset({'Q17A', 'Q12A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9885057471264367
"frozenset({'Q14A', 'Q05B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8343728343728344
"frozenset({'Q12A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8863803680981595
"frozenset({'Q17A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9166737162676593
frozenset({'Q05B'}),"frozenset({'Q14A', 'BAIXA', 'Q12A', 'Q17A'})",0.8237172177879133
"frozenset({'Q18A', 'Q14A', 'Q12A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q14A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9274553571428572
"frozenset({'Q18A', 'Q12A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9872876321729832
"frozenset({'Q18A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9142920013202773
"frozenset({'Q14A', 'Q24E', 'Q12A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9440760170246462
"frozenset({'Q24E', 'Q12A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9921980651201499
"frozenset({'Q24E', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q12A'})",0.9358320251177396
"frozenset({'Q17A', 'Q12A', 'Q15A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q12A', 'Q15A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.8904500101812259
"frozenset({'Q17A', 'Q15A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9491047205642974
"frozenset({'Q15A', 'Q05B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8459232034045846
"frozenset({'Q24E', 'Q12A', 'Q15A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q24E', 'Q12A', 'Q05B'})","frozenset({'BAIXA', 'Q15A'})",0.8210756267554353
"frozenset({'Q12A', 'Q15A', 'Q05B'})","frozenset({'BAIXA', 'Q24E'})",0.8036041539401344
"frozenset({'Q24E', 'Q15A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9602189781021897
"frozenset({'Q18A', 'Q12A', 'Q17A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q12A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.9306166092431982
"frozenset({'Q18A', 'Q17A', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9242477876106194
"frozenset({'Q18A', 'Q05B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8618109803058642
"frozenset({'Q17A', 'Q24E', 'Q12A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q24E', 'Q12A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.8986788723603454
"frozenset({'Q17A', 'Q24E', 'Q05B'})","frozenset({'BAIXA', 'Q12A'})",0.9409650364884
"frozenset({'Q24E', 'Q05B'})","frozenset({'Q17A', 'BAIXA', 'Q12A'})",0.8476255886970174
"frozenset({'Q13A', 'Q14A', 'Q15A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q05B'})","frozenset({'BAIXA', 'Q15A'})",0.8113340373108061
"frozenset({'Q13A', 'Q15A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9924650161463939
"frozenset({'Q14A', 'Q15A', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.8998633613117314
"frozenset({'Q13A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.8034158243290346
"frozenset({'Q15A', 'Q05B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8917690298868362
"frozenset({'Q13A', 'Q14A', 'Q17A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q14A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.8992432242168252
"frozenset({'Q13A', 'Q17A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9899254092802482
"frozenset({'Q14A', 'Q17A', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.8758141926636956
"frozenset({'Q13A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8904670616939702
"frozenset({'Q17A', 'Q05B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8644784705185687
"frozenset({'Q13A', 'Q18A', 'Q14A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q18A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.988957989592588
"frozenset({'Q18A', 'Q14A', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.8696428571428572
"frozenset({'Q18A', 'Q05B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.8573000330069315
"frozenset({'Q13A', 'Q14A', 'Q24E', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.992856357841521
"frozenset({'Q14A', 'Q24E', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.8941898446006137
"frozenset({'Q24E', 'Q05B'})","frozenset({'Q13A', 'Q14A', 'BAIXA'})",0.88638147566719
"frozenset({'Q13A', 'Q17A', 'Q15A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q17A', 'Q05B'})","frozenset({'BAIXA', 'Q15A'})",0.8042235784171269
"frozenset({'Q13A', 'Q15A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.8936490850376749
"frozenset({'Q17A', 'Q15A', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.9009224091155724
"frozenset({'Q15A', 'Q05B'})","frozenset({'Q13A', 'BAIXA', 'Q17A'})",0.8029790115098171
"frozenset({'Q13A', 'Q24E', 'Q17A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q13A', 'Q24E', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.901527640400044
"frozenset({'Q17A', 'Q24E', 'Q05B'})","frozenset({'Q13A', 'BAIXA'})",0.8934756562465963
"frozenset({'Q24E', 'Q05B'})","frozenset({'Q13A', 'BAIXA', 'Q17A'})",0.8048469387755103
"frozenset({'Q14A', 'Q17A', 'Q15A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q15A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.8910794456373218
"frozenset({'Q17A', 'Q15A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9907759088442756
"frozenset({'Q15A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8830641261243833
"frozenset({'Q14A', 'Q24E', 'Q15A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q05B'})","frozenset({'BAIXA', 'Q15A'})",0.8086706918737009
"frozenset({'Q24E', 'Q15A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9939172749391728
"frozenset({'Q24E', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q15A'})",0.8016091051805339
"frozenset({'Q18A', 'Q14A', 'Q17A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q18A', 'Q14A', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.9325892857142858
"frozenset({'Q18A', 'Q17A', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9859587020648968
"frozenset({'Q18A', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.9193530641434702
"frozenset({'Q14A', 'Q24E', 'Q17A', 'Q05B'})",frozenset({'BAIXA'}),1.0
"frozenset({'Q14A', 'Q24E', 'Q05B'})","frozenset({'BAIXA', 'Q17A'})",0.9006235771553004
"frozenset({'Q17A', 'Q24E', 'Q05B'})","frozenset({'Q14A', 'BAIXA'})",0.9910685110554406
"frozenset({'Q24E', 'Q05B'})","frozenset({'Q14A', 'BAIXA', 'Q17A'})",0.8927590266875982
"frozenset({'Q13A', 'Q14A', 'Q12A', 'Q05D'})",frozenset({'BAIXA'}),1.0
